,0,1,2,3,4,5,6,7,Filter_6_Value_1,Filter_6_dontcares_1
179,1,0,1,1,0,0,1,1,True,True
180,1,0,1,1,0,1,0,0,True,True
181,1,0,1,1,0,1,0,1,True,True
182,1,0,1,1,0,1,1,0,True,True
183,1,0,1,1,0,1,1,1,True,True
184,1,0,1,1,1,0,0,0,True,True
185,1,0,1,1,1,0,0,1,True,True
186,1,0,1,1,1,0,1,0,True,True
187,1,0,1,1,1,0,1,1,True,True
188,1,0,1,1,1,1,0,0,True,True
189,1,0,1,1,1,1,0,1,True,True
190,1,0,1,1,1,1,1,0,True,True
191,1,0,1,1,1,1,1,1,True,True
192,1,1,0,0,0,0,0,0,True,True
193,1,1,0,0,0,0,0,1,True,True
194,1,1,0,0,0,0,1,0,True,True
195,1,1,0,0,0,0,1,1,True,True
196,1,1,0,0,0,1,0,0,True,True
197,1,1,0,0,0,1,0,1,True,True
198,1,1,0,0,0,1,1,0,True,True
199,1,1,0,0,0,1,1,1,True,True
200,1,1,0,0,1,0,0,0,True,True
201,1,1,0,0,1,0,0,1,True,True
202,1,1,0,0,1,0,1,0,True,True
203,1,1,0,0,1,0,1,1,True,True
204,1,1,0,0,1,1,0,0,True,True
205,1,1,0,0,1,1,0,1,True,True
206,1,1,0,0,1,1,1,0,True,True
207,1,1,0,0,1,1,1,1,True,True
208,1,1,0,1,0,0,0,0,True,True
209,1,1,0,1,0,0,0,1,True,True
210,1,1,0,1,0,0,1,0,True,True
211,1,1,0,1,0,0,1,1,True,True
212,1,1,0,1,0,1,0,0,True,True
213,1,1,0,1,0,1,0,1,True,True
214,1,1,0,1,0,1,1,0,True,True
215,1,1,0,1,0,1,1,1,True,True
216,1,1,0,1,1,0,0,0,True,True
217,1,1,0,1,1,0,0,1,True,True
218,1,1,0,1,1,0,1,0,True,True
219,1,1,0,1,1,0,1,1,True,True
220,1,1,0,1,1,1,0,0,True,True
221,1,1,0,1,1,1,0,1,True,True
222,1,1,0,1,1,1,1,0,True,True
223,1,1,0,1,1,1,1,1,True,True
224,1,1,1,0,0,0,0,0,True,True
225,1,1,1,0,0,0,0,1,True,True
226,1,1,1,0,0,0,1,0,True,True
227,1,1,1,0,0,0,1,1,True,True
228,1,1,1,0,0,1,0,0,True,True
229,1,1,1,0,0,1,0,1,True,True
230,1,1,1,0,0,1,1,0,True,True
231,1,1,1,0,0,1,1,1,True,True
232,1,1,1,0,1,0,0,0,True,True
233,1,1,1,0,1,0,0,1,True,True
234,1,1,1,0,1,0,1,0,True,True
235,1,1,1,0,1,0,1,1,True,True
236,1,1,1,0,1,1,0,0,True,True
237,1,1,1,0,1,1,0,1,True,True
238,1,1,1,0,1,1,1,0,True,True
239,1,1,1,0,1,1,1,1,True,True
240,1,1,1,1,0,0,0,0,True,True
241,1,1,1,1,0,0,0,1,True,True
242,1,1,1,1,0,0,1,0,True,True
243,1,1,1,1,0,0,1,1,True,True
244,1,1,1,1,0,1,0,0,True,True
245,1,1,1,1,0,1,0,1,True,True
246,1,1,1,1,0,1,1,0,True,True
247,1,1,1,1,0,1,1,1,True,True
248,1,1,1,1,1,0,0,0,True,True
249,1,1,1,1,1,0,0,1,True,True
250,1,1,1,1,1,0,1,0,True,True
251,1,1,1,1,1,0,1,1,True,True
252,1,1,1,1,1,1,0,0,True,True
253,1,1,1,1,1,1,0,1,True,True
254,1,1,1,1,1,1,1,0,True,True
255,1,1,1,1,1,1,1,1,True,True
